,url,ean,cat1,cat2,cat3,desc,preco,imagem
0,https://www.superabc.com.br/611269991000beb-energ-red-bull-250ml/p,611269991000,Bebidas,Energéticos e Isotônicos,Energéticos,BEBIDA ENERGÉTICA RED BULL 250ML - UNIDADE,7.49,https://abcemcasa.vteximg.com.br/arquivos/ids/237248-1000-1000/611269991000.jpg?v=636935429423030000
1,https://www.superabc.com.br/7892840808044beb-isot-gatorade-tangr-500ml/p,7892840808044,Bebidas,Energéticos e Isotônicos,Energéticos,BEBIDA ISOTÔNICA GATORADE TANGERINA 500ML - UNIDADE,3.29,https://abcemcasa.vteximg.com.br/arquivos/ids/268011-1000-1000/7892840808044.jpg?v=637006909054070000
2,https://www.superabc.com.br/7892840808020beb-isot-gatorade-lar-500ml/p,7892840808020,Bebidas,Energéticos e Isotônicos,Energéticos,BEBIDA ISOTÔNICA GATORADE LARANJA 500ML - UNIDADE,3.29,https://abcemcasa.vteximg.com.br/arquivos/ids/238064-1000-1000/7892840808020.jpg?v=636935433260870000
3,https://www.superabc.com.br/9002490229160beb-energ-red-bull-tropic-edition-250ml/p,9002490229160,Bebidas,Energéticos e Isotônicos,Energéticos,BEBIDA ENERGÉTICA RED BULL TROPIC EDITION 250ML - UNIDADE,7.49,https://abcemcasa.vteximg.com.br/arquivos/ids/240767-1000-1000/9002490229160.jpg?v=636936306227600000
4,https://www.superabc.com.br/7892840808013beb-isot-gatorade-frutas-citricas-500ml/p,7892840808013,Bebidas,Energéticos e Isotônicos,Energéticos,BEBIDA ISOTÔNICA GATORADE FRUTAS CITRICAS 500ML - UNIDADE,3.29,https://abcemcasa.vteximg.com.br/arquivos/ids/268009-1000-1000/7892840808013.jpg?v=637006909045970000
5,https://www.superabc.com.br/70847022206beb-energ-monster-ultra-473ml/p,70847022206,Bebidas,Energéticos e Isotônicos,Energéticos,BEBIDA ENERGÉTICA MONSTER ULTRA 473ML - UNIDADE,6.49,https://abcemcasa.vteximg.com.br/arquivos/ids/273189-1000-1000/10708470222065.jpg?v=637031167176570000
6,https://www.superabc.com.br/9002490214166-beb-energ-red-bull-473ml/p,9002490214166,Bebidas,Energéticos e Isotônicos,Energéticos,BEBIDA ENERGÉTICA RED BULL 473ML - UNIDADE,11.99,https://abcemcasa.vteximg.com.br/arquivos/ids/239889-1000-1000/9002490214166.jpg?v=636935439969300000
7,https://www.superabc.com.br/7891991010580bebida-energetica-fusion-250ml/p,7891991010580,Bebidas,Energéticos e Isotônicos,,BEBIDA ENERGÉTICA FUSION 250ML,2.99,https://abcemcasa.vteximg.com.br/arquivos/ids/274758-1000-1000/7891991010580.png?v=637169343145800000
8,https://www.superabc.com.br/7894900121902hidrotonico-i-9-tangr-500ml/p,7894900121902,Bebidas,Energéticos e Isotônicos,Energéticos,HIDROTÔNICO I 9 TANGERINA 500ML - UNIDADE,3.79,https://abcemcasa.vteximg.com.br/arquivos/ids/238740-1000-1000/7894900121902.jpg?v=636935434904600000
9,https://www.superabc.com.br/7894900401141beb-energ-burn-260ml/p,7894900401141,Bebidas,Energéticos e Isotônicos,Energéticos,BEBIDA ENERGÉTICA BURN 260ML - UNIDADE,4.5,https://abcemcasa.vteximg.com.br/arquivos/ids/237432-1000-1000/7894900401141.jpg?v=636935430475970000
10,https://www.superabc.com.br/7894900110005-hidrotonico-i-9-uva-vde-500ml/p,7894900110005,Bebidas,Energéticos e Isotônicos,Energéticos,HIDROPÔNICO I 9 UVA VERDE 500ML - UNIDADE,3.79,https://abcemcasa.vteximg.com.br/arquivos/ids/265944-1000-1000/7894900110005.jpg?v=637002780975530000
11,https://www.superabc.com.br/7898221853337-beb-energ-gold-energy-2l/p,7898221853337,Bebidas,Energéticos e Isotônicos,Energéticos,BEBIDA ENERGÉTICA GOLD ENERGY 2 LITRO - UNIDADE,7.99,https://abcemcasa.vteximg.com.br/arquivos/ids/274459-1000-1000/7898221853337.jpg?v=637038135897600000
12,https://www.superabc.com.br/70847022015-beb-energ-monster-energy-473ml/p,70847022015,Bebidas,Energéticos e Isotônicos,Energéticos,BEBIDA ENERGÉTICA MONSTER ENERGY 473ML - UNIDADE,6.49,https://abcemcasa.vteximg.com.br/arquivos/ids/271065-1000-1000/70847022015.jpg?v=637027976175470000
13,https://www.superabc.com.br/7894900111903hidrotonico-i-9-limao-500ml/p,7894900111903,Bebidas,Energéticos e Isotônicos,Energéticos,HIDROTÔNICO I 9 LIMÃO 500ML - UNIDADE,3.79,https://abcemcasa.vteximg.com.br/arquivos/ids/224838-1000-1000/7894900111903.jpg?v=636933741189700000
14,https://www.superabc.com.br/7897395031602-beb-energ-tnt-269ml/p,7897395031602,Bebidas,Energéticos e Isotônicos,Energéticos,BEBIDA ENERGÉTICA TNT 269ML - UNIDADE,4.49,https://abcemcasa.vteximg.com.br/arquivos/ids/239708-1000-1000/7897395031602.jpg?v=636935439134430000
15,https://www.superabc.com.br/611269101713beb-energ-red-bull-sugarfree-250ml/p,611269101713,Bebidas,Energéticos e Isotônicos,Energéticos,BEBIDA ENERGÉTICA RED BULL SUGARFREE 250ML - UNIDADE,7.49,https://abcemcasa.vteximg.com.br/arquivos/ids/238409-1000-1000/611269101713.jpg?v=636935434108700000
16,https://www.superabc.com.br/7892840808037beb-isot-gatorade-limao-500ml/p,7892840808037,Bebidas,Energéticos e Isotônicos,Energéticos,BEBIDA ISOTÔNICA GATORADE LIMÃO 500ML - UNIDADE,3.29,https://abcemcasa.vteximg.com.br/arquivos/ids/268010-1000-1000/7892840808037.jpg?v=637006909049700000
17,https://www.superabc.com.br/9002490220792-beb-energ-red-bull-cranberry-250ml/p,9002490220792,Bebidas,Energéticos e Isotônicos,Energéticos,BEBIDA ENERGÉTICA RED BULL CRANBERRY 250ML - UNIDADE,,https://abcemcasa.vteximg.com.br/arquivos/ids/239892-1000-1000/9002490220792.jpg?v=636935439982900000
18,https://www.superabc.com.br/7892840808051beb-isot-gatorade-uva-500ml/p,7892840808051,Bebidas,Energéticos e Isotônicos,Energéticos,BEBIDA ISOTÔNICA GATORADE UVA 500ML - UNIDADE,3.29,https://abcemcasa.vteximg.com.br/arquivos/ids/268012-1000-1000/7892840808051.jpg?v=637006909059530000
19,https://www.superabc.com.br/7892840808068beb-isot-gatorade-maracj-500ml/p,7892840808068,Bebidas,Energéticos e Isotônicos,Energéticos,BEBIDA ISOTÔNICA GATORADE MARACUJÁ 500ML - UNIDADE,3.29,https://abcemcasa.vteximg.com.br/arquivos/ids/268013-1000-1000/7892840808068.jpg?v=637006909063130000
20,https://www.superabc.com.br/7894000010021amido-milho-maizena-500g/p,7894000010021,Mercearia,Alimentos Infantis,,AMIDO MILHO MAIZENA 500G - PACOTE,7.99,https://abcemcasa.vteximg.com.br/arquivos/ids/249937-1000-1000/Amido-de-Milho-Maizena-Duryea-Caixa-500g.jpg?v=637002216140230000
21,https://www.superabc.com.br/9002490209346-beb-energ-red-bull-355ml/p,9002490209346,Bebidas,Energéticos e Isotônicos,Energéticos,BEBIDA ENERGÉTICA RED BULL 355ML - UNIDADE,,https://abcemcasa.vteximg.com.br/arquivos/ids/242225-1000-1000/9002490209346.jpg?v=636943334139470000
22,https://www.superabc.com.br/7891000002148cereal-snow-flakes-300g/p,7891000002148,Mercearia,Alimentos Infantis,,CEREAL SNOW FLAKES 300G - UNIDADE,8.0,https://abcemcasa.vteximg.com.br/arquivos/ids/253366-1000-1000/7891000002148.jpg?v=637002251573330000
23,https://www.superabc.com.br/7891000252604far-lactea-nestle-400g/p,7891000252604,Mercearia,Alimentos Infantis,,FARINHA LACTEA NESTLÉ 400G - UNIDADE,10.9,https://abcemcasa.vteximg.com.br/arquivos/ids/257011-1000-1000/7891000252604.jpg?v=637002288573930000
24,https://www.superabc.com.br/7891000257982-cereal-nescau-4-graos-nestle-210g/p,7891000257982,Mercearia,Alimentos Infantis,,CEREAL NESCAU 4 GRÃOS NESTLÉ 210G - UNIDADE,14.99,https://abcemcasa.vteximg.com.br/arquivos/ids/253348-1000-1000/7891000257982.jpg?v=637002251508500000
25,https://www.superabc.com.br/7891000085028-cereal-nestle-nesfit-frutas-300gr/p,7891000085028,Mercearia,Alimentos Infantis,,CEREAL NESTLÉ NESFIT FRUTAS 300GR - UNIDADE,13.9,https://abcemcasa.vteximg.com.br/arquivos/ids/253362-1000-1000/7891000085028.jpg?v=637002251558100000
26,https://www.superabc.com.br/7891000049075sop-nestle-car-ovos-115g/p,7891000049075,Mercearia,Alimentos Infantis,,SOPA NESTLÉ CARNE OVOS 115G - UNIDADE,4.79,https://abcemcasa.vteximg.com.br/arquivos/ids/237324-1000-1000/7891000049075.jpg?v=636935429883500000
27,https://www.superabc.com.br/7891000049051sop-nestle-peito-fgo-leg-115g/p,7891000049051,Mercearia,Alimentos Infantis,,SOPA NESTLÉ PEITO FRANGO LEG 115G - UNIDADE,4.79,https://abcemcasa.vteximg.com.br/arquivos/ids/237327-1000-1000/7891000049051.jpg?v=636935429900230000
28,https://www.superabc.com.br/7891150058484mix-cereais-maizena-inst-180g/p,7891150058484,Mercearia,Alimentos Infantis,,MIX CEREAIS MAIZENA INST 180G - UNIDADE,6.89,https://abcemcasa.vteximg.com.br/arquivos/ids/262763-1000-1000/7891150058484.jpg?v=637002335733600000
29,https://www.superabc.com.br/7891000049044sop-nestle-car-mand-115g/p,7891000049044,Mercearia,Alimentos Infantis,,SOPA NESTLÉ CARNE MANDIOCA 115G - UNIDADE,4.8,https://abcemcasa.vteximg.com.br/arquivos/ids/237323-1000-1000/7891000049044.jpg?v=636935429875070000
30,https://www.superabc.com.br/7898941911041alim-sustagem-mor-400g/p,7898941911041,Mercearia,Alimentos Infantis,,ALIMENTO SUSTAGEM MORANGO 400G,69.9,https://abcemcasa.vteximg.com.br/arquivos/ids/249663-1000-1000/7898941911041.jpg?v=637002215034370000
31,https://www.superabc.com.br/7891000011294mucilon-milho-nestle-400g/p,7891000011294,Mercearia,Alimentos Infantis,,MUCILON MILHO NESTLÉ 400G - UNIDADE,7.39,https://abcemcasa.vteximg.com.br/arquivos/ids/263289-1000-1000/7891000011294.jpg?v=637002337122400000
32,https://www.superabc.com.br/far-lactea-nestle-sache-600g/p,7891000078518,Mercearia,Alimentos Infantis,,FARINHA LACTEA NESTLÉ SACHE 600G - UNIDADE,15.99,https://abcemcasa.vteximg.com.br/arquivos/ids/257015-1000-1000/7891000078518.jpg?v=637002288589100000
33,https://www.superabc.com.br/7891000079515nutricao-inf-nan-comfor-2-800g/p,7891000079515,Mercearia,Alimentos Infantis,,NUTRIÇÃO INFANTIL NAN COMFOR 2 800G - UNIDADE,42.9,https://abcemcasa.vteximg.com.br/arquivos/ids/263212-1000-1000/7891000079515.jpg?v=637002336901000000
34,https://www.superabc.com.br/7891000070673-cereal-nescau-sache-120g/p,7891000070673,Mercearia,Alimentos Infantis,,CEREAL NESCAU SACHE 120G - UNIDADE,4.39,https://abcemcasa.vteximg.com.br/arquivos/ids/253354-1000-1000/7891000070673.jpg?v=637002251531630000
35,https://www.superabc.com.br/7891000049273sop-nestle-car-leg-115g/p,7891000049273,Mercearia,Alimentos Infantis,,SOPA NESTLÉ CARNE LEG 115G - UNIDADE,4.79,https://abcemcasa.vteximg.com.br/arquivos/ids/237325-1000-1000/7891000049273.jpg?v=636935429888030000
36,https://www.superabc.com.br/7891000049099sop-nestle-car-macarrao-115g/p,7891000049099,Mercearia,Alimentos Infantis,,SOPA NESTLÉ CARNE MACARRÃO 115G - UNIDADE,4.79,https://abcemcasa.vteximg.com.br/arquivos/ids/237326-1000-1000/7891000049099.jpg?v=636935429893370000
37,https://www.superabc.com.br/7891000258613cereal-nescau-duo-nestle-210g/p,7891000258613,Mercearia,Alimentos Infantis,,CEREAL NESCAU DUO NESTLÉ 210G - UNIDADE,7.99,https://abcemcasa.vteximg.com.br/arquivos/ids/268911-1000-1000/7891000258613.jpg?v=637008074195070000
38,https://www.superabc.com.br/far-lactea-nestle-sache-210g/p,7891000099032,Mercearia,Alimentos Infantis,,FARINHA LACTEA NESTLÉ SACHE 210G - UNIDADE,6.39,https://abcemcasa.vteximg.com.br/arquivos/ids/257013-1000-1000/7891000099032.jpg?v=637002288581300000
39,https://www.superabc.com.br/neston-3-cereais-sache-210g/p,7891000098950,Mercearia,Alimentos Infantis,,NESTON 3 CEREAIS SACHE 210G - UNIDADE,6.99,https://abcemcasa.vteximg.com.br/arquivos/ids/263026-1000-1000/7891000098950.jpg?v=637002336561800000
40,https://www.superabc.com.br/nutricao-inf-nan-comfor-1-400g/p,7891000065389,Mercearia,Alimentos Infantis,,NUTRIÇÃO INFANTIL NAN COMFOR 1 400G - UNIDADE,26.9,https://abcemcasa.vteximg.com.br/arquivos/ids/263203-1000-1000/7891000065389.jpg?v=637002336886300000
41,https://www.superabc.com.br/7891000056523nutricao-inf-nestogeno-1-400g/p,7891000056523,Mercearia,Alimentos Infantis,,NUTRIÇÃO INFANTIL NESTOGENO 1 400G - UNIDADE,21.9,https://abcemcasa.vteximg.com.br/arquivos/ids/263231-1000-1000/7891000056523.jpg?v=637002336930430000
42,https://www.superabc.com.br/7891000050880-cereal-snow-flakes-sache-120g/p,7891000050880,Mercearia,Alimentos Infantis,,CEREAL SNOW FLAKES SACHE 120G - UNIDADE,4.39,https://abcemcasa.vteximg.com.br/arquivos/ids/253368-1000-1000/7891000050880.jpg?v=637002251580200000
43,https://www.superabc.com.br/7891000062760nutricao-inf-nestogeno-2-800g/p,7891000062760,Mercearia,Alimentos Infantis,,NUTRIÇÃO INFANTIL NESTOGENO 2 800G - UNIDADE,36.9,https://abcemcasa.vteximg.com.br/arquivos/ids/263239-1000-1000/7891000062760.jpg?v=637002336945130000
44,https://www.superabc.com.br/7891000040898mucilon-arroz-aveia-nestle-400g/p,7891000040898,Mercearia,Alimentos Infantis,,MUCILON ARROZ AVEIA NESTLÉ 400G - UNIDADE,7.39,https://abcemcasa.vteximg.com.br/arquivos/ids/263276-1000-1000/7891000040898.jpg?v=637002337072770000
45,https://www.superabc.com.br/7891000049280-pap-nestle-ped-car-c--leg-170g/p,7891000049280,Mercearia,Alimentos Infantis,,PAPINHA NESTLÉ PEDAÇO CARNE COM  LEGUMES 170G - UNIDADE,7.39,https://abcemcasa.vteximg.com.br/arquivos/ids/264077-1000-1000/7891000049280.jpg?v=637002349463600000
46,https://www.superabc.com.br/7891000049259-pap-nestle-ped-car-macarrao-leg-170g/p,7891000049259,Mercearia,Alimentos Infantis,,PAPINHA NESTLÉ PEDAÇO CARNE MACARRÃO LEG 170G - UNIDADE,7.39,https://abcemcasa.vteximg.com.br/arquivos/ids/264078-1000-1000/7891000049259.jpg?v=637002349467030000
47,https://www.superabc.com.br/7891000035634mucilon-multicereais-nestle-sache-230g/p,7891000035634,Mercearia,Alimentos Infantis,,MUCILON MULTICEREAIS NESTLÉ SACHE 230G - UNIDADE,4.99,https://abcemcasa.vteximg.com.br/arquivos/ids/263296-1000-1000/7891000035634.jpg?v=637002337153830000
48,https://www.superabc.com.br/7891025107910-nutricao-inf-aptamil-3-800g/p,7891025107910,Mercearia,Alimentos Infantis,,NUTRIÇÃO INFANTIL APTAMIL 3 800G - UNIDADE,39.9,https://abcemcasa.vteximg.com.br/arquivos/ids/263138-1000-1000/7891025107910.jpg?v=637002336776700000
49,https://www.superabc.com.br/cereal-milnutri-arroz-aveia-ameixa-180g/p,7891025107330,Mercearia,Alimentos Infantis,,CEREAL MILNUTRI ARROZ AVEIA AMEIXA 180G - UNIDADE,5.99,https://abcemcasa.vteximg.com.br/arquivos/ids/253335-1000-1000/7891025107330.jpg?v=637002251456170000
50,https://www.superabc.com.br/cereal-milnutri-multicereais-180g/p,7891025107347,Mercearia,Alimentos Infantis,,CEREAL MILNUTRI MULTICEREAIS 180G - UNIDADE,5.99,https://abcemcasa.vteximg.com.br/arquivos/ids/253342-1000-1000/7891025107347.jpg?v=637002251485970000
51,https://www.superabc.com.br/7891000035610mucilon-arroz-aveia-nestle-sache-230g/p,7891000035610,Mercearia,Alimentos Infantis,,MUCILON ARROZ AVEIA NESTLÉ SACHE 230G - UNIDADE,4.99,https://abcemcasa.vteximg.com.br/arquivos/ids/263278-1000-1000/7891000035610.jpg?v=637002337081230000
52,https://www.superabc.com.br/7891025112662nutricao-inf-aptamil-ar-800g/p,7891025112662,Mercearia,Alimentos Infantis,,NUTRIÇÃO INFANTIL APTAMIL AR 800G - UNIDADE,46.9,https://abcemcasa.vteximg.com.br/arquivos/ids/263147-1000-1000/7891025112662.jpg?v=637002336792700000
53,https://www.superabc.com.br/nutricao-inf-aptamil-profutura-1-800g/p,7891025112686,Mercearia,Alimentos Infantis,,NUTRIÇÃO INFANTIL APTAMIL PROFUTURA 1 800G - UNIDADE,59.9,https://abcemcasa.vteximg.com.br/arquivos/ids/263164-1000-1000/7891025112686.jpg?v=637002336821930000
54,https://www.superabc.com.br/7891000035832mucilon-mult-cereais-nestle-400g/p,7891000035832,Mercearia,Alimentos Infantis,,MUCILON MULT CEREAIS NESTLÉ 400G - UNIDADE,7.39,https://abcemcasa.vteximg.com.br/arquivos/ids/263294-1000-1000/7891000035832.jpg?v=637002337146000000
55,https://www.superabc.com.br/7891025107897nutricao-inf-aptamil-2-800g/p,7891025107897,Mercearia,Alimentos Infantis,,NUTRIÇÃO INFANTIL APTAMIL 2 800G - UNIDADE,39.9,https://abcemcasa.vteximg.com.br/arquivos/ids/263132-1000-1000/7891025107897.jpg?v=637002336767170000
56,https://www.superabc.com.br/cereal-milnutri-milho-sache-230g/p,7891025104766,Mercearia,Alimentos Infantis,,CEREAL MILNUTRI MILHO SACHE 230G - UNIDADE,5.99,https://abcemcasa.vteximg.com.br/arquivos/ids/253340-1000-1000/7891025104766.jpg?v=637002251479100000
57,https://www.superabc.com.br/cereal-milnutri-arroz-aveia-230g/p,7891025104742,Mercearia,Alimentos Infantis,,CEREAL MILNUTRI ARROZ AVEIA 230G - UNIDADE,5.99,https://abcemcasa.vteximg.com.br/arquivos/ids/253333-1000-1000/7891025104742.jpg?v=637002251448030000
58,https://www.superabc.com.br/comp-soja-milnutri-800g/p,7891025107095,Mercearia,Alimentos Infantis,,COMP SOJA MILNUTRI 800G - UNIDADE,62.9,https://abcemcasa.vteximg.com.br/arquivos/ids/254167-1000-1000/7891025107095.jpg?v=637002254964200000
59,https://www.superabc.com.br/7891000012123mucilon-milho-nestle-sache-230g/p,7891000012123,Mercearia,Alimentos Infantis,,MUCILON MILHO NESTLÉ SACHE 230G - UNIDADE,4.99,https://abcemcasa.vteximg.com.br/arquivos/ids/263292-1000-1000/7891000012123.jpg?v=637002337135070000
60,https://www.superabc.com.br/7891000012109mucilon-arroz-nestle-sache-230g/p,7891000012109,Mercearia,Alimentos Infantis,,MUCILON ARROZ NESTLÉ SACHE 230G - UNIDADE,4.99,https://abcemcasa.vteximg.com.br/arquivos/ids/263282-1000-1000/7891000012109.jpg?v=637002337097500000
61,https://www.superabc.com.br/7891000011300neston-3-cereais-nestle-400g/p,7891000011300,Mercearia,Alimentos Infantis,,NESTON 3 CEREAIS NESTLÉ 400G - UNIDADE,11.9,https://abcemcasa.vteximg.com.br/arquivos/ids/263023-1000-1000/7891000011300.jpg?v=637002336553370000
62,https://www.superabc.com.br/7891000011287mucilon-arroz-nestle-400g/p,7891000011287,Mercearia,Alimentos Infantis,,MUCILON ARROZ NESTLÉ 400G - UNIDADE,7.39,https://abcemcasa.vteximg.com.br/arquivos/ids/263280-1000-1000/7891000011287.jpg?v=637002337089700000
63,https://www.superabc.com.br/7891000006634cereal-moca-flakes-nestle-330g/p,7891000006634,Mercearia,Alimentos Infantis,,CEREAL MOÇA FLAKES NESTLÉ 330G - PACOTE,14.9,https://abcemcasa.vteximg.com.br/arquivos/ids/253346-1000-1000/7891000006634.jpg?v=637002251499100000
64,https://www.superabc.com.br/7891000002186cereal-nestle-corn-flakes-240g/p,7891000002186,Mercearia,Alimentos Infantis,,CEREAL NESTLÉ CORN FLAKES 240G - UNIDADE,11.9,https://abcemcasa.vteximg.com.br/arquivos/ids/253356-1000-1000/7891000002186.jpg?v=637002251538700000
65,https://www.superabc.com.br/7891000001516cereal-nestle-nesfit-300gr/p,7891000001516,Mercearia,Alimentos Infantis,,CEREAL NESTLÉ NESFIT 300GR - UNIDADE,12.9,https://abcemcasa.vteximg.com.br/arquivos/ids/253358-1000-1000/7891000001516.jpg?v=637002251546030000
66,https://www.superabc.com.br/8712400771566nutricao-inf-aptamil-1-400g/p,8712400771566,Mercearia,Alimentos Infantis,,NUTRIÇÃO INFANTIL APTAMIL 1 400G - UNIDADE,27.9,https://abcemcasa.vteximg.com.br/arquivos/ids/263119-1000-1000/8712400771566.jpg?v=637002336744630000
67,https://www.superabc.com.br/7896490288805-amido-milho-kimimo-500g/p,7896490288805,Mercearia,Alimentos Infantis,,AMIDO MILHO KIMIMO 500G - UNIDADE,8.99,https://abcemcasa.vteximg.com.br/arquivos/ids/249933-1000-1000/7896490288805.jpg?v=637002216121030000
68,https://www.superabc.com.br/7896490288812-amido-milho-kimimo-200g/p,7896490288812,Mercearia,Alimentos Infantis,,AMIDO MILHO KIMIMO 200G - UNIDADE,3.59,https://abcemcasa.vteximg.com.br/arquivos/ids/249931-1000-1000/7896490288812.jpg?v=637002216113700000
69,https://www.superabc.com.br/nutricao-inf-aptamil-ha-400g/p,8718117600939,Mercearia,Alimentos Infantis,,NUTRIÇÃO INFANTIL APTAMIL HA 400G - UNIDADE,42.9,https://abcemcasa.vteximg.com.br/arquivos/ids/263151-1000-1000/8718117600939.jpg?v=637002336800030000
70,https://www.superabc.com.br/7896004002729cereal-superbom-superballs-200g/p,7896004002729,Mercearia,Alimentos Infantis,,CEREAL SUPERBOM SUPERBALLS 200G - UNIDADE,8.99,https://abcemcasa.vteximg.com.br/arquivos/ids/253378-1000-1000/7896004002729.jpg?v=637002251618700000
71,https://www.superabc.com.br/7896004002637cereal-kelloggs-sucrilhos-choc-320g/p,7896004002637,Mercearia,Alimentos Infantis,,CEREAL KELLOGGS SUCRILHOS CHOCOLATE 320G - UNIDADE,13.49,https://abcemcasa.vteximg.com.br/arquivos/ids/253321-1000-1000/7896004002637.jpg?v=637002251400070000
72,https://www.superabc.com.br/7613034431561-nutricao-inf-nan-supreme-1-400g/p,7613034431561,Mercearia,Alimentos Infantis,,NUTRIÇÃO INFANTIL NAN SUPREME 1 400G - UNIDADE,29.9,https://abcemcasa.vteximg.com.br/arquivos/ids/263220-1000-1000/7613034431561.jpg?v=637002336912600000
73,https://www.superabc.com.br/7613034968364nutricao-inf-nan-supreme-1-800g/p,7613034968364,Mercearia,Alimentos Infantis,,NUTRIÇÃO INFANTIL NAN SUPREME 1 800G - UNIDADE,58.9,https://abcemcasa.vteximg.com.br/arquivos/ids/263223-1000-1000/7613034968364.jpg?v=637002336919170000
74,https://www.superabc.com.br/7896004003795cereal-kelloggs-sucrilhos-power-pops-20g/p,7896004003795,Mercearia,Alimentos Infantis,,CEREAL KELLOGGS SUCRILHOS POWER POPS 20G - UNIDADE,1.79,https://abcemcasa.vteximg.com.br/arquivos/ids/253331-1000-1000/7896004003795.jpg?v=637002251439100000
75,https://www.superabc.com.br/7896004003825cereal-kelloggs-sucrilhos-choc-25g/p,7896004003825,Mercearia,Alimentos Infantis,,CEREAL KELLOGGS SUCRILHOS CHOCOLATE 25G - UNIDADE,1.79,https://abcemcasa.vteximg.com.br/arquivos/ids/253318-1000-1000/7896004003825.jpg?v=637002251390370000
76,https://www.superabc.com.br/7896004003856cereal-superbom-skarchitos-200g/p,7896004003856,Mercearia,Alimentos Infantis,,CEREAL SUPERBOM SKARCHITOS 200G - UNIDADE,8.99,https://abcemcasa.vteximg.com.br/arquivos/ids/253374-1000-1000/7896004003856.jpg?v=637002251601800000
77,https://www.superabc.com.br/7795323001461-nutricao-inf-aptamil-soja-2-800g/p,7795323001461,Mercearia,Alimentos Infantis,,NUTRIÇÃO INFANTIL APTAMIL SOJA 2 800G - UNIDADE,67.9,https://abcemcasa.vteximg.com.br/arquivos/ids/263182-1000-1000/7795323001461.jpg?v=637002336851900000
78,https://www.superabc.com.br/7891095110520cr-de-arroz-yoki-200g/p,7891095110520,Mercearia,Alimentos Infantis,,CREME DE ARROZ YOKI 200G - UNIDADE,3.59,https://abcemcasa.vteximg.com.br/arquivos/ids/254974-1000-1000/Creme-de-Arroz-200g---Yoki-10942004.jpg?v=637002258532070000
79,https://www.superabc.com.br/7891000268506neston-vit-maca-mamao-nestle-400g/p,7891000268506,Mercearia,Alimentos Infantis,,NESTON VIT MAÇA MAMÃO NESTLÉ 400G - UNIDADE,10.9,https://abcemcasa.vteximg.com.br/arquivos/ids/263030-1000-1000/7891000268506.jpg?v=637002336570100000
80,https://www.superabc.com.br/7891000119587-pap-nestle-espaguetinho-bolog-170g/p,7891000119587,Mercearia,Alimentos Infantis,,PAPINHA NESTLÉ ESPAGUETINHO BOLONHESA  170G - UNIDADE - PAPINHA NESTLÉ ESPAGUETINHO BOLONHESA 170G - UNIDADE,7.39,https://abcemcasa.vteximg.com.br/arquivos/ids/264069-1000-1000/7891000119587.jpg?v=637002349431200000
81,https://www.superabc.com.br/7891000255421-cereal-cheerios-honey-nestle-120g/p,7891000255421,Mercearia,Alimentos Infantis,,CEREAL CHEERIOS HONEY NESTLÉ 120G,4.59,https://abcemcasa.vteximg.com.br/arquivos/ids/253304-1000-1000/7891000255421.jpg?v=637002251334170000
82,https://www.superabc.com.br/7891000252000-mucilon-ban-maca-quinoa-sache-180g/p,7891000252000,Mercearia,Alimentos Infantis,,MUCILON BANANA MAÇA QUINOA SACHE 180G - UNIDADE,5.99,https://abcemcasa.vteximg.com.br/arquivos/ids/263284-1000-1000/7891000252000.jpg?v=637002337102830000
83,https://www.superabc.com.br/7891000268100neston-vit-mor-pera-ban-nestle-400g/p,7891000268100,Mercearia,Alimentos Infantis,,NESTON VIT MORANGO PERA BANANA NESTLÉ 400G - UNIDADE,10.9,https://abcemcasa.vteximg.com.br/arquivos/ids/263036-1000-1000/7891000268100.jpg?v=637002336582930000
84,https://www.superabc.com.br/7891000072899cereal-crunch-nestle-330g/p,7891000072899,Mercearia,Alimentos Infantis,,CEREAL CRUNCH NESTLÉ 330G - UNIDADE,,https://abcemcasa.vteximg.com.br/arquivos/ids/253310-1000-1000/7891000072899.jpg?v=637002251358570000
85,https://www.superabc.com.br/7891000119600-pap-nestle-strogonofe-arroz-170g/p,7891000119600,Mercearia,Alimentos Infantis,,PAPINHA NESTLÉ ESTROGONOFE ARROZ 170G - UNIDADE,7.39,https://abcemcasa.vteximg.com.br/arquivos/ids/264070-1000-1000/7891000119600.jpg?v=637002349434500000
86,https://www.superabc.com.br/7891000048832pap-nestle-frutas-sortidas-120g/p,7891000048832,Mercearia,Alimentos Infantis,,PAPINHA NESTLÉ FRUTAS SORTIDAS 120G - UNIDADE,,https://abcemcasa.vteximg.com.br/arquivos/ids/264074-1000-1000/7891000048832.jpg?v=637002349446870000
87,https://www.superabc.com.br/7891331002992far-lactea-nutrimental-sache-230g/p,7891331002992,Mercearia,Alimentos Infantis,,FARINHA LACTEA NUTRIMENTAL SACHE 230G - UNIDADE,,https://abcemcasa.vteximg.com.br/arquivos/ids/257018-1000-1000/7891331002992.jpg?v=637002288597870000
88,https://www.superabc.com.br/cereal-milnutri-multicereais-zero-150g/p,7891025108979,Mercearia,Alimentos Infantis,,CEREAL MILNUTRI MULTICEREAIS ZERO 150G - UNIDADE,,https://abcemcasa.vteximg.com.br/arquivos/ids/253344-1000-1000/7891025108979.jpg?v=637002251492700000
